mainaccord1,Gender,mainaccord5,Rating Count,all_notes,mainaccord2,embedding_text,Rating Value,Year,mainaccord4,Brand,embedding_id,Perfume,mainaccord3,t5_description,url
woody,unisex,aromatic,78,"['olibanum', 'opoponax', 'green pepper', 'bergamot', 'geranium', 'caraway', 'citruses', 'resins', 'cypriol oil or nagarmotha', 'olibanum', 'choya loban', 'black pepper', 'nutmeg', 'incense', 'guaiac wood', 'oak', 'teak wood', 'agarwood (oud)', 'cedar', 'sandalwood', 'myrrh', 'vetiver', 'immortelle', 'artemisia', 'ambrette (musk mallow)']",amber,"Accords: woody, amber, balsamic. Notes: olibanum, opoponax, green pepper, bergamot, geranium, caraway, citruses, resins. Profile: It smells like a spice market at dawn — sweet citrus peel mixed with powdery incense, then softens into something earthy and resinous..",4,2015.0,fresh spicy,blackbird,12148,targa,balsamic,"It smells like a spice market at dawn — sweet citrus peel mixed with powdery incense, then softens into something earthy and resinous.",https://www.fragrantica.com/perfume/blackbird/targa-30895.html
citrus,women,none,172,"['orange', 'mandarin orange', 'bergamot', 'freesia', 'cedar']",fresh spicy,"Accords: citrus, fresh spicy, woody. Notes: orange, mandarin orange, bergamot, freesia, cedar. Profile: It smells like orange peel and citrus peel at first, then soft bergamot and white flowers, with a warm woody base..",4,2015.0,none,biotherm,12149,l-eau-by-lait-corporel,woody,"It smells like orange peel and citrus peel at first, then soft bergamot and white flowers, with a warm woody base.",https://www.fragrantica.com/perfume/biotherm/l-eau-by-lait-corporel-30155.html
white floral,women,floral,872,"['ylang-ylang', 'orange blossom', 'narcissus', 'neroli', 'bergamot', 'basil', 'honey', 'tuberose', 'carnation', 'jasmine', 'bulgarian rose', 'orris root', 'lily-of-the-valley', 'benzoin', 'sandalwood', 'amber', 'musk', 'tonka bean', 'vanilla', 'oakmoss', 'heliotrope', 'cedar', 'patchouli']",amber,"Accords: white floral, amber, woody. Notes: ylang-ylang, orange blossom, narcissus, neroli, bergamot, basil, honey, tuberose. Profile: It smells like a flower shop at dawn — bright orange blossoms and honey mixed with white flowers, then settles into something earthy and slightly woody..",4,1986.0,powdery,bijan,12150,bijan,woody,"It smells like a flower shop at dawn — bright orange blossoms and honey mixed with white flowers, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/bijan/bijan-3555.html
aromatic,men,none,38,"['cardamom', 'pink pepper', 'bergamot', 'cypress', 'thyme', 'cade oil', 'sandalwood', 'amber', 'vetiver']",woody,"Accords: aromatic, woody, fresh spicy. Notes: cardamom, pink pepper, bergamot, cypress, thyme, cade oil, sandalwood, amber. Profile: It smells like sweet cardamom and spiced thyme at first, then soft wood with something earthy and slightly powdery underneath..",4,2018.0,warm spicy,beverly-hills-polo-club,12151,heritage-oud,fresh spicy,"It smells like sweet cardamom and spiced thyme at first, then soft wood with something earthy and slightly powdery underneath.",https://www.fragrantica.com/perfume/beverly-hills-polo-club/heritage-oud-56614.html
fruity,women,woody,209,"['pear', 'plum', 'blackberry', 'gardenia', 'jasmine', 'violet', 'patchouli', 'musk', 'vetiver']",white floral,"Accords: fruity, white floral, sweet. Notes: pear, plum, blackberry, gardenia, jasmine, violet, patchouli, musk. Profile: It smells like ripe pear and blackberry at first, then white flowers and jasmine, finishing with something earthy and slightly powdery..",4,2008.0,patchouli,badgley-mischka,12152,badgley-mischka-couture,sweet,"It smells like ripe pear and blackberry at first, then white flowers and jasmine, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/badgley-mischka/badgley-mischka-couture-4809.html
citrus,men,mossy,42,"['lemon', 'bergamot', 'mandarin orange', 'lime', 'lavender', 'geranium', 'oakmoss', 'cedar', 'woody notes']",aromatic,"Accords: citrus, aromatic, woody. Notes: lemon, bergamot, mandarin orange, lime, lavender, geranium, oakmoss, cedar. Profile: It smells like citrus peel and orange peel at first, then mossy cedar, with a soft, woody base..",4,2012.0,fresh spicy,avatim,12153,bonissimo-deo,woody,"It smells like citrus peel and orange peel at first, then mossy cedar, with a soft, woody base.",https://www.fragrantica.com/perfume/avatim/bonissimo-deo-34971.html
woody,unisex,citrus,28,"['pink pepper', 'timur', 'grapefruit', 'vetiver', 'saffron', 'labdanum', 'woody notes', 'amber', 'sandalwood']",amber,"Accords: woody, amber, soft spicy. Notes: pink pepper, timur, grapefruit, vetiver, saffron, labdanum, woody notes, amber. Profile: It smells like a spice market at dawn — sweet pepper and citrus peel mixed with saffron, then settled into something earthy and slightly woody..",4,2021.0,musky,atelier-oblique,12154,lightfalls,soft spicy,"It smells like a spice market at dawn — sweet pepper and citrus peel mixed with saffron, then settled into something earthy and slightly woody.",https://www.fragrantica.com/perfume/atelier-oblique/lightfalls-69436.html
musky,unisex,herbal,226,"['iris', 'clary sage', 'grapefruit', 'haitian vetiver', 'cypriol oil or nagarmotha', 'patchouli', 'immortelle', 'ambrette (musk mallow)', 'musk']",woody,"Accords: musky, woody, earthy. Notes: iris, clary sage, grapefruit, haitian vetiver, cypriol oil or nagarmotha, patchouli, immortelle, ambrette (musk mallow). Profile: It smells like iris blossoms and citrus peel at first, then settles into something earthy and slightly powdery with a hint of musk underneath..",4,2017.0,aromatic,atelier-des-ors,12155,musc-immortel,earthy,"It smells like iris blossoms and citrus peel at first, then settles into something earthy and slightly powdery with a hint of musk underneath.",https://www.fragrantica.com/perfume/atelier-des-ors/musc-immortel-41971.html
white floral,unisex,green,86,"['green tea', 'mango', 'violet leaves', 'plum', 'cinnamon', 'tuberose', 'jasmine sambac', 'magnolia', 'ylang-ylang', 'orchid', 'champaca', 'vanilla', 'sandalwood', 'tonka bean', 'amber', 'myrrh']",floral,"Accords: white floral, floral, sweet. Notes: green tea, mango, violet leaves, plum, cinnamon, tuberose, jasmine sambac, magnolia. Profile: It smells like sweet green tea and mango at first, then soft vanilla and powdery flowers, finishing with a warm, slightly earthy base..",4,2023.0,tuberose,astrophil-stella,12156,shanghai-1930,sweet,"It smells like sweet green tea and mango at first, then soft vanilla and powdery flowers, finishing with a warm, slightly earthy base.",https://www.fragrantica.com/perfume/astrophil-stella/shanghai-1930-80384.html
musky,women,woody,27,"['osmanthus', 'orange blossom', 'vanilla', 'musk', 'vetiver']",powdery,"Accords: musky, powdery, vanilla. Notes: osmanthus, orange blossom, vanilla, musk, vetiver. Profile: It smells like a flower shop at dawn — sweet orange blossoms mixed with powdery vanilla, finishing with something earthy and slightly woody..",4,2018.0,floral,al-haramain-perfumes,12157,najm-noir,vanilla,"It smells like a flower shop at dawn — sweet orange blossoms mixed with powdery vanilla, finishing with something earthy and slightly woody.",https://www.fragrantica.com/perfume/al-haramain-perfumes/najm-noir-51827.html
citrus,men,aromatic,48,"['grapefruit', 'citruses', 'tangerine', 'liquor', 'blueberry', 'cardamon', 'violet', 'lavender', 'vanilla', 'leather', 'benzoin', 'woody notes', 'patchouli', 'vetiver']",woody,"Accords: citrus, woody, warm spicy. Notes: grapefruit, citruses, tangerine, liquor, blueberry, cardamon, violet, lavender. Profile: It smells like citrus peel and tangerine at first, then white flowers and vanilla, with a warm, slightly leathery base..",4,2015.0,fruity,pacha-ibiza,12158,pacha-ibiza-prive,warm spicy,"It smells like citrus peel and tangerine at first, then white flowers and vanilla, with a warm, slightly leathery base.",https://www.fragrantica.com/perfume/pacha-ibiza/pacha-ibiza-prive-35720.html
citrus,unisex,amber,224,"['patchouli', 'agarwood (oud)', 'lemon', 'jasmine', 'vanilla', 'musk', 'amber', 'tonka bean']",patchouli,"Accords: citrus, patchouli, oud. Notes: patchouli, agarwood (oud), lemon, jasmine, vanilla, musk, amber, tonka bean. Profile: It smells like a spice market at dawn — sweet citrus and jasmine mixed with powdery vanilla, finishing with something earthy and slightly bitter..","4,01",2014.0,musky,al-rehab,12159,avenue,oud,"It smells like a spice market at dawn — sweet citrus and jasmine mixed with powdery vanilla, finishing with something earthy and slightly bitter.",https://www.fragrantica.com/perfume/al-rehab/avenue-26800.html
marine,unisex,musky,3026,"['sea notes', 'red fruits', 'bergamot', 'violet', 'white woods', 'sandalwood', 'musk', 'ambroxan', 'vetiver']",aromatic,"Accords: marine, aromatic, woody. Notes: sea notes, red fruits, bergamot, violet, white woods, sandalwood, musk, ambroxan. Profile: It smells like a fishing boat dock next to the ocean, with white flowers and soft woods lingering in the background..","4,01",2019.0,powdery,armaf,12160,club-de-nuit-milestone,woody,"It smells like a fishing boat dock next to the ocean, with white flowers and soft woods lingering in the background.",https://www.fragrantica.com/perfume/armaf/club-de-nuit-milestone-64104.html
citrus,men,woody,248,"['watery notes', 'bergamot', 'mandarin orange', 'rosemary', 'cypress', 'lavender', 'musk', 'patchouli', 'amber']",aromatic,"Accords: citrus, aromatic, fresh spicy. Notes: watery notes, bergamot, mandarin orange, rosemary, cypress, lavender, musk, patchouli. Profile: It smells like citrus peel and bergamot at first, then white flowers, finishing with something earthy and slightly powdery..","4,01",2020.0,aquatic,armaf,12161,tres-nuit-lyric,fresh spicy,"It smells like citrus peel and bergamot at first, then white flowers, finishing with something earthy and slightly powdery.",https://www.fragrantica.com/perfume/armaf/tres-nuit-lyric-70100.html
woody,men,fresh spicy,250,"['grapefruit', 'flowers', 'cedar']",citrus,"Accords: woody, citrus, floral. Notes: grapefruit, flowers, cedar. Profile: It smells like ripe grapefruit and citrus peel at first, then settles into something earthy and slightly woody..","4,01",2015.0,aromatic,avon,12162,destination-grand-canyon,floral,"It smells like ripe grapefruit and citrus peel at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/avon/destination-grand-canyon-30963.html
woody,men,amber,344,"['black pepper', 'ginger', 'lavender', 'agarwood (oud)', 'guaiac wood', 'patchouli', 'amber', 'sandalwood', 'musk']",fresh spicy,"Accords: woody, fresh spicy, warm spicy. Notes: black pepper, ginger, lavender, agarwood (oud), guaiac wood, patchouli, amber, sandalwood. Profile: It smells like a spice market at dawn — sweet pepper and spice mixed with powdery wood, finishing with something earthy and slightly floral..","4,01",2016.0,oud,avon,12163,premiere-luxe-oud,warm spicy,"It smells like a spice market at dawn — sweet pepper and spice mixed with powdery wood, finishing with something earthy and slightly floral.",https://www.fragrantica.com/perfume/avon/premiere-luxe-oud-36115.html
amber,women,aromatic,335,"['aldehydes', 'coriander', 'peach', 'bergamot', 'lemon', 'carnation', 'ylang-ylang', 'iris', 'rose', 'jasmine', 'lily-of-the-valley', 'civet', 'sandalwood', 'amber', 'benzoin', 'vetiver', 'tonka bean']",aldehydic,"Accords: amber, aldehydic, floral. Notes: aldehydes, coriander, peach, bergamot, lemon, carnation, ylang-ylang, iris. Profile: It smells like sweet peach and citrus peel at first, then white flowers and roses, finishing with earthy wood and a hint of vanilla..","4,01",1959.0,woody,avon,12164,topaze,floral,"It smells like sweet peach and citrus peel at first, then white flowers and roses, finishing with earthy wood and a hint of vanilla.",https://www.fragrantica.com/perfume/avon/topaze-2311.html
fruity,men,citrus,107,"['kiwi', 'clementine', 'bergamot', 'water notes', 'lavender', 'geranium', 'vetiver', 'cedar', 'sandalwood']",woody,"Accords: fruity, woody, aromatic. Notes: kiwi, clementine, bergamot, water notes, lavender, geranium, vetiver, cedar. Profile: It smells like a florist's bowl full of kiwi flowers and citrus peel at first, then settles into something earthy and slightly woody..","4,01",2008.0,aquatic,avon,12165,blue-rush-intense,aromatic,"It smells like a florist's bowl full of kiwi flowers and citrus peel at first, then settles into something earthy and slightly woody.",https://www.fragrantica.com/perfume/avon/blue-rush-intense-9444.html
floral,women,woody,407,"['cotton flower', 'pepper', 'wildflowers', 'rose', 'silk tree blossom', 'tea', 'cashmere wood', 'tonka bean', 'musk']",musky,"Accords: floral, musky, powdery. Notes: cotton flower, pepper, wildflowers, rose, silk tree blossom, tea, cashmere wood, tonka bean. Profile: It smells like sweet pepper and spice at first, then creamy white flowers with a soft woody base..","4,01",2012.0,fresh spicy,avon,12166,herve-leger-intrigue,powdery,"It smells like sweet pepper and spice at first, then creamy white flowers with a soft woody base.",https://www.fragrantica.com/perfume/avon/herve-leger-intrigue-14184.html
fruity,women,white floral,406,"['japanese cherry blossom', 'red berries', 'green mandarin', 'jasmine', 'osmanthus', 'tuberose', 'vanilla', 'sandalwood', 'amber']",floral,"Accords: fruity, floral, fresh. Notes: japanese cherry blossom, red berries, green mandarin, jasmine, osmanthus, tuberose, vanilla, sandalwood. Profile: It smells like ripe cherry blossoms and red berries at first, then soft vanilla and white flowers, finishing with a warm woody base..","4,01",2017.0,sweet,britney-spears,12167,fantasy-in-bloom,fresh,"It smells like ripe cherry blossoms and red berries at first, then soft vanilla and white flowers, finishing with a warm woody base.",https://www.fragrantica.com/perfume/britney-spears/fantasy-in-bloom-43094.html
