all_notes,target_description
"['yuzu', 'lemon', 'green pepper', 'water notes', 'lotus', 'water mint', 'green notes', 'white musk', 'cedar']","It smells like zesty citrus and sweet green pepper, with subtle notes of damp soil and skin."
"['ginger', 'mandarin orange', 'bergamot', 'maninka', 'lavender', 'leather', 'woody notes']","It smells like ginger, mandarin orange, and bergamot at first, then leather and woody notes emerge, with a subtle hint of lavender."
"['cranberry', 'grapefruit', 'italian lemon', 'saffron', 'sage', 'amber', 'coffee', 'woodsy notes']","It smells like tart citrus and sweet grapefruit at first, then warm resin and dry wood."
"['lemon', 'mint', 'bergamot', 'grapefruit', 'mandarin orange', 'lavender', 'rosemary', 'geranium', 'olibanum', 'ambroxan', 'sandalowood', 'cashmeran', 'vetiver', 'cedar', 'patchouli']","It smells like citrus peel, warm resin, and dry wood."
"['orange', 'citruses', 'water notes', 'geranium', 'woody notes', 'cedar', 'patchouli']","It smells like a combination of juicy orange, damp forest floor, and dry wood."
"['grapefruit', 'bergamot', 'ozonic notes', 'violet leaf', 'java vetiver oil', 'white musk', 'patchouli']","It smells like a sweet and tangy grapefruit, followed by a subtle dryness like wet leaves and a hint of damp soil."
"['orange', 'lemongrass', 'lavender', 'pine tree', 'lemon', 'cassis', 'patchouli', 'fir resin', 'elemi', 'cinnamon']","It smells like a combination of citrusy orange and sweet lemon, with a subtle hint of warm cinnamon and a dry, woody undertone."
"['coca-cola', 'lime', 'cinnamon', 'apple', 'nutmeg', 'cedar', 'amberwood']","It smells like sweet apple and warm cinnamon at first, then settles into dry wood and slightly sweet plastic."
"['coca-cola', 'lime', 'nutmeg', 'cinnamon', 'cedar', 'vanilla']","It smells like sweet vanilla, followed by a hint of warm cinnamon and a subtle touch of dry cedar."
"['raspberry', 'granny smith apple', 'lime', 'sweet notes', 'peony', 'magnolia', 'coca-cola']","It smells like sweet and tart raspberry, followed by a hint of lime and a floral sweetness, finishing with a subtle dry wood and pencil shavings."
"['coca-cola', 'rum', 'lime', 'black pepper', 'birch', 'davana', 'vanilla', 'white musk', 'amber']","It smells like a zesty lime and sweet vanilla at first, then warm resin and slightly sweet plastic, finishing with a subtle hint of skin and fabric."
"['pear', 'mandarin orange', 'neroli', 'coca-cola', 'rhubarb', 'orange blossom', 'vanilla', 'amber', 'violet']","It smells like a sweet and tangy combination of ripe pears and mandarin oranges, with a subtle hint of warm resin and tree sap."
"['coca-cola', 'grapefruit', 'cassis', 'rose', 'jasmine', 'lily-of-the-valley', 'vanilla', 'musk', 'cedar']","It smells like sweet vanilla, followed by a subtle hint of lily-of-the-valley and a dry, woody cedar."
"['coca-cola', 'mandarin orange', 'jasmine', 'tuberose', 'tonka bean', 'sandalwood', 'amber']","It smells like a sweet and tangy mandarin orange, with subtle hints of warm resin and dry wood."
"['bergamot', 'coconut', 'tonka bean']","It smells like a sweet and creamy bergamot, followed by a tropical coconut and a hint of warm, slightly sweet tonka bean."
"['coconut nectar', 'bergamot', 'water fruit', 'freesia', 'sandalwood', 'tonka bean']","It smells like sweet coconut and citrusy bergamot at first, then tropical fruit and creamy freesia unfold, finishing with a warm, woody dryness and a hint of nutty tonka bean."
"['coconut', 'red apple', 'mandarin orange', 'jasmine', 'freesia', 'magnolia', 'cotton flower', 'sandalwood']","It smells like a sweet and tangy red apple at first, then warm resin and dry wood emerge, finishing with a subtle hint of skin."
"['coconut nectar', 'boysenberry', 'pomegranate', 'butterfly orchid', 'honeysuckle', 'magnolia', 'amber', 'musk', 'white woods']","It smells like a sweet and tangy combination of boysenberry and pomegranate, with notes of warm resin and skin that linger in the background."
"['bergamot', 'mandarin orange', 'tiare flower', 'myrhh', 'jasmine', 'african orange flower', 'magnolia', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']","It smells like citrus peel, warm caramel, and dry wood."
"['palm leaf', 'gardenia', 'coconut', 'sea salt', 'vanilla', 'sandalwood', 'virginia cedar', 'benzoin']","It smells like coconut and vanilla at first, then sea salt and sandalwood emerge, finishing with a subtle hint of dry wood and skin."
"['bergamot', 'coconut', 'vanilla', 'praline']","It smells like a sweet and creamy coconut, with notes of warm vanilla and a hint of caramelized praline."
"['cyclamen', 'ginger', 'coconut', 'tiare flower', 'jasmine', 'musk']","It smells like sweet coconut and fresh jasmine at first, then warm resin and slightly sweet fabric."
"['bergamot', 'hibiscus', 'cardamom', 'lemon', 'coconut', 'gardenia', 'green notes', 'jasmine', 'ambroxan', 'woodsy notes', 'heliotrope', 'vanilla orchid']","It smells like citrus peel, warm resin, and dry wood."
"['mandarin orange', 'sicilian bergamot', 'gardenia', 'magnolia', 'myrrh', 'orange blossom', 'jasmine', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']","It smells like a sweet and tangy citrus burst, followed by a floral bouquet, and finally settles into a dry wood and slightly sweet plastic scent."
"['pineapple', 'orange', 'green notes', 'african orange flower', 'lily-of-the-valley', 'coconut', 'woodsy notes', 'musk', 'amber']","It smells like a sweet and tangy pineapple, followed by a hint of coconut and a subtle warmth of warm resin."
"['coconut nectar', 'magnolia', 'white musk']","It smells like a sweet, tropical drink with a hint of fresh magnolia flowers and a subtle skin-like warmth."
"['solar notes', 'lavender', 'litsea cubeba', 'coconut milk', 'water lily', 'benzoin', 'musk', 'amber', 'cedar']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['bergamot', 'coconut milk', 'musk', 'woody notes']","It smells like a sweet citrus peel, followed by a creamy coconut milk, and finally a warm musk with woody notes."
"['coconut nectar', 'sea notes', 'coconut milk', 'solar notes', 'floral notes', 'musk', 'vanilla']","It smells like coconut nectar, followed by floral notes and a hint of skin, finishing with a sweet and creamy vanilla."
"['vanillin', 'cedar', 'coconut', 'co2 extracts', 'vanilla absolute', 'sandalwood', 'ambretone']","It smells like sweet vanilla, followed by the warmth of dry wood and the subtle freshness of coconut."
"['coconut nectar', 'neroli', 'bergamot', 'mandarin orange', 'monoi oil', 'ylang-ylang', 'orange blossom', 'jasmine', 'coconut milk', 'musk', 'ambrette (musk mallow)']","It smells like a sweet and tangy combination of citrus peel and creamy coconut, with subtle hints of warm skin and dry wood."
"['coconut nectar', 'frangipani', 'musk']","It smells like sweet coconut nectar, followed by the subtle scent of frangipani and a hint of skin."
"['lime', 'ozonic notes', 'coconut', 'peppermint', 'cappuccino', 'skin', 'ambergris', 'driftwood', 'patchouli']","It smells like a combination of zesty lime, fresh coconut, and cool peppermint at first, then warm cappuccino and skin notes emerge, finishing with a subtle blend of wet leaves and dry wood."
"['solar notes', 'bergamot', 'peach', 'heliotrope', 'lily-of-the-valley', 'coconut', 'musk', 'cedar']","It smells like warm coconut and sweet peach at first, then bergamot and lily-of-the-valley, finishing with musk and dry cedar."
"['coconut nectar', 'fruity notes', 'pink lotus', 'sand', 'vanilla', 'white musk']","It smells like sweet coconut and fruity notes at first, then settles into a warm, slightly sweet vanilla and soft white musk."
"['coconut nectar', 'lemon zest', 'lotus', 'wild orchid', 'jasmine sambac', 'sea notes', 'vanilla', 'amber']","It smells like a sweet blend of coconut nectar and vanilla, with a subtle hint of warm resin and sea notes."
"['lemon', 'coconut nectar', 'tiare flower', 'musk', 'vanilla']","It smells like a zesty lemon and sweet coconut nectar at first, then settles into a subtle musk and dry vanilla."
"['aqual', 'lavender', 'ambrette', 'lime', 'salt', 'coconut water', 'peony', 'black currant', 'sandalwood']","It smells like a sweet blend of lime and coconut water at first, then dries down to reveal warm resin and dry wood."
"['black currant', 'orange', 'bergamot', 'mandarin orange', 'jasmine', 'lily-of-the-valley', 'coconut nectar', 'rum', 'vanilla', 'patchouli']","It smells like sweet orange and juicy mandarin orange, with hints of damp earth and wet leaves."
"['sicilian lemon', 'mandarin orange', 'coconut', 'woodsy notes', 'floral notes']","It smells like a burst of citrusy freshness, followed by sweet coconut and a hint of warm resin, with a dry wood finish."
"['coconut', 'pineapple', 'lime', 'apple', 'bergamot', 'orange', 'cedar', 'geranium', 'grapefruit', 'oakmoss', 'cedar', 'patchouli']","It smells like a combination of sweet coconut, juicy pineapple, and zesty lime, with hints of warm cedar and earthy patchouli."
"['coconut', 'pink grapefruit', 'cardamom', 'orange blossom', 'fig', 'rosemary', 'ambroxan', 'cedar', 'patchouli']","It smells like a combination of sweet coconut, tangy pink grapefruit, and earthy rosemary, with a subtle hint of warm resin and dry wood."
"['apple', 'coconut', 'cedar']","It smells like sweet apple and coconut at first, then dries down to dry wood and slightly sweet plastic."
"['coconut', 'coconut', 'white wood', 'musk', 'vanilla']","It smells like a sweet and creamy coconut opening, followed by a subtle dry wood and a hint of skin."
"['cotton flower', 'lemon', 'pineapple', 'coconut nectar', 'gardenia', 'apple', 'cyclamen', 'coconut', 'vanilla', 'musk']","It smells like a sweet and tangy combination of citrusy lemon and tropical pineapple, with subtle notes of coconut and vanilla."
"['violet', 'piña colada', 'woody notes', 'incense']","It smells like a sweet and fruity piña colada, with hints of woody notes and incense."
"['coconut', 'tiare flower', 'lotus', 'white musk']","It smells like tropical coconut and sweet tiare flower at first, then dries down to a subtle skin and fabric musk."
"['coconut', 'bitter orange', 'tuberose', 'ylang-ylang', 'palm leaf', 'vanille', 'tonka bean', 'virginia cedar']","It smells like sweet coconut and warm vanilla at first, then dries down to dry wood and slightly sweet plastic."
"['bergamot', 'saffron', 'mandarin orange', 'tuberose', 'coconut nectar', 'ozonic notes', 'sandalwood', 'musk', 'tonka bean', 'amber']","It smells like citrusy mandarin orange and floral tuberose at first, then coconut nectar and warm amber, finishing with dry sandalwood and skin-like musk."
"['coconut', 'sea water', 'lime', 'mint', 'tiare flower', 'fruits', 'woody notes', 'musk']","It smells like a blend of coconut and sea water at first, with hints of lime and mint, then dry wood and musk."
"['fruity notes', 'bergamot', 'violet', 'lily of the valley', 'coconut milk', 'amber', 'siam benzoin']","It smells like a sweet and creamy coconut milk opening, followed by a warm and slightly sweet amber, and finishing with a subtle violet and lily of the valley."
"['bergamot', 'coconut', 'madagascar vanilla', 'white musk']","It smells like sweet citrus and creamy coconut at first, then bergamot and white musk blend together, evoking the scent of clean laundry and skin."
"['coconut', 'palm leaf', 'sea notes', 'citruses', 'coconut milk', 'passion flower', 'nectarine', 'driftwood', 'musk']","It smells like a combination of fresh coconut and citrusy nectarine, with subtle hints of driftwood and skin."
"['coconut milk', 'tiare flower', 'sugar cane', 'vanilla', 'musk']","It smells like sweet coconut milk, warm skin, and slightly sweet plastic."
"['lavender', 'bergamot', 'cappuccino', 'raspberry', 'jasmine', 'virginia cedar', 'lily-of-the-valley', 'vanille', 'amber', 'sandalwood', 'patchouli']","It smells like warm resin, dry wood, and slightly sweet plastic, with a hint of lavender and bergamot."
"['mandarin orange', 'bergamot', 'coffee', 'pink pepper', 'amyris', 'tonka bean', 'patchouli', 'vetyver', 'french labdanum']","It smells like a sweet and tangy citrus, followed by a dry, earthy patchouli and a subtle hint of warm resin."
"['coffee', 'turkey red rose', 'roasted coffee beans', 'french rose', 'woodsy notes', 'vanilla', 'caramel', 'white musk', 'amber']","It smells like roasted coffee beans, caramel, and skin."
"['lavender', 'bergamot', 'green leaves', 'coffee', 'cedar', 'vanilla', 'patchouli', 'tonka bean', 'amber']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['absinthe', 'boysenberry', 'coffee', 'jasmine sambac', 'orange blossom', 'vanilla', 'licorice', 'sandalwood']","It smells like warm resin, dry wood, and a hint of orange blossom."
"['passion flower', 'pink pepper', 'bergamot', 'neroli', 'coffee', 'heliotrope', 'freesia', 'amber', 'musk', 'teak wood']","It smells like warm resin, slightly sweet plastic, and dry wood."
"['black currant', 'bergamot', 'peach', 'coffee', 'amber', 'floral notes', 'woody notes', 'sweet notes', 'white musk']","It smells like ripe peach and warm coffee at first, then bergamot and floral notes emerge, followed by sweet notes and a subtle skin-like musk."
"['neroli', 'pink pepper', 'bergamot', 'coffee', 'rose', 'hazelnut', 'orange blossom', 'jasmine', 'vanilla', 'amberwood', 'ambroxan', 'musk']","It smells like citrusy orange blossom, followed by warm resin and slightly sweet vanilla, finishing with a subtle skin-like musk."
"['sichuan pepper', 'rose', 'tangerine', 'ylang-ylang', 'patchouli', 'tiramisu', 'jasmine', 'coffee', 'cacao', 'whipped cream', 'guaiac wood']","It smells like warm resin, dry wood, and citrus peel."
"['angelica', 'pink pepper', 'passionfruit', 'violet leaf', 'bergamot', 'coffee', 'vanilla', 'jasmine', 'cappuccino', 'iris petals', 'cashmere wood', 'sandalwood']","It smells like sweet coffee and creamy vanilla at first, then bergamot and pink pepper burst forth, followed by a dry wood and subtle skin notes."
"['lavender', 'citruses', 'cappuccino', 'cedar', 'vanilla']","It smells like a sweet blend of citrus peel and vanilla, with hints of dry wood and warm resin."
"['floral notes', 'coffee', 'bulgarian rose', 'vanilla', 'white musk', 'amber']","It smells like floral notes and coffee at first, then warm resin and slightly sweet plastic."
"['grapefruit', 'cardamom', 'lavender', 'absinthe', 'coffee', 'vetiver']","It smells like a sweet and tangy grapefruit, with subtle hints of damp soil and warm resin."
"['apple', 'sea notes', 'mint', 'coffee', 'milk', 'amber', 'leather', 'cedar', 'sandalwood', 'ambergris', 'musk']","It smells like warm resin, dry wood, and slightly sweet plastic with notes of fresh milk and a hint of skin."
"['coffee', 'bergamot', 'lemon', 'coffee', 'sandalwood', 'lily-of-the-valley', 'cedar', 'amber', 'musk']","It smells like a strong cup of coffee, followed by a sweet and citrusy bergamot, and finishing with a dry wood and slightly sweet plastic."
"['cappuccino', 'coffee', 'sweet notes', 'coffee', 'caramel', 'almond', 'vanilla', 'resin', 'amber']","It smells like sweet coffee, followed by warm vanilla and a hint of resinous amber."
"['mandarin orange', 'nashi pear', 'pink pepper', 'coffee', 'almond', 'orange blossom', 'jasmine', 'amber', 'vanilla', 'patchouli', 'cedar']","It smells like a blend of juicy mandarin orange and sweet vanilla, with subtle hints of warm resin and dry wood."
