all_notes,target_description
"['bitter orange', 'neroli', 'bergamot', 'citron', 'pistachio', 'petitgrain', 'cardamom', 'pink pepper', 'caraway', 'tuberose', 'tunisian orange blossom', 'ylang-ylang', 'jasmine', 'galbanum', 'coconut', 'vanilla', 'tonka bean', 'amber', 'benzoin']","It smells like citrus peel, juicy orange, and soap at first, then warm plastic, smoke, and sawdust."
"['mandarin orange', 'bergamot', 'ginger', 'orange blossom', 'gardenia', 'vanilla', 'tonka bean', 'musk', 'sandalwood', 'oakmoss']","It smells like a mix of juicy mandarin orange and sweet vanilla at first, then warm glue and dry sawdust."
"['bergamot', 'black currant', 'lemon', 'lime', 'violet leaf', 'ginger', 'rose', 'iris', 'jasmine', 'ambroxan', 'musk', 'sandalwood', 'cedar']","It smells like citrus, sweet flowers, and fresh soap at first, then musky skin and sawdust."
"['lemon', 'bergamot', 'sandalwood', 'woody notes', 'madagascar vanilla', 'vetiver']","It smells like citrus peel and soap at first, then dry wood and glue."
"['lemon', 'bergamot', 'aldehydes', 'elemi', 'pink pepper', 'woody notes', 'olibanum', 'amber']","It smells like citrus peel and sweet, fizzy air at first, then rubber and sawdust."
"['pink pepper', 'blood orange', 'sweet orange', 'mandarin orange', 'calabrian bergamot', 'lemon', 'grasse rose', 'damask rose', 'jasmine leaf', 'patchouli', 'palisander rosewood']","It smells like citrus peel, soap, and sweet orange at first, then wet leaves and forest floor, and finally, warm caramel."
"['lime', 'bergamot', 'mandarin orange', 'basil', 'thyme', 'iris', 'lilac', 'vetiver', 'patchouli']","It smells like citrus peel and soap at first, then damp soil, wet leaves, and glue."
"['amalfi lemon', 'basil', 'tangerine', 'tincture of rose', 'ylang-ylang', 'musk', 'ambrette (musk mallow)', 'tonka bean']","It smells like a mix of citrus peel and soap at first, followed by the scent of fresh laundry and a hint of sawdust."
"['bergamot', 'orange', 'mandarin orange', 'litsea cubeba', 'oolong tea', 'nutmeg', 'fig', 'musk']","It smells like citrus peel and soap at first, then warm plastic and sawdust."
"['amalfi lemon', 'grapefruit', 'bergamot', 'elemi resin', 'ginger', 'vetiver', 'virginia cedar', 'lavender', 'rosemary', 'sandalwood']","It smells like citrus peel and soap at first, then rubber, smoke, and sawdust."
"['yuzu', 'lemon', 'green pepper', 'water notes', 'lotus', 'water mint', 'green notes', 'white musk', 'cedar']","It smells like citrus and soap at first, then it becomes like a mix of green pepper and water, with a subtle sweetness and a dry wood finish."
"['ginger', 'mandarin orange', 'bergamot', 'maninka', 'lavender', 'leather', 'woody notes']","It smells like citrus peel, soap, and candy-like fruit at first, then leather, glue, and sawdust."
"['cranberry', 'grapefruit', 'italian lemon', 'saffron', 'sage', 'amber', 'coffee', 'woodsy notes']","It smells like a combination of citrusy grapefruit and sweet soap at first, followed by a hint of burnt caramel and dry sawdust."
"['lemon', 'mint', 'bergamot', 'grapefruit', 'mandarin orange', 'lavender', 'rosemary', 'geranium', 'olibanum', 'ambroxan', 'sandalowood', 'cashmeran', 'vetiver', 'cedar', 'patchouli']","It smells like citrus peel and soap at first, then rubber and sawdust."
"['orange', 'citruses', 'water notes', 'geranium', 'woody notes', 'cedar', 'patchouli']","It smells like juicy orange and soap at first, then wet leaves and forest floor."
"['grapefruit', 'bergamot', 'ozonic notes', 'violet leaf', 'java vetiver oil', 'white musk', 'patchouli']","It smells like a mix of citrusy zest and soap at first, with notes of sweet and tangy fruit, followed by a hint of damp soil and sawdust."
"['orange', 'lemongrass', 'lavender', 'pine tree', 'lemon', 'cassis', 'patchouli', 'fir resin', 'elemi', 'cinnamon']","It smells like citrus peel and soap at first, then sweet and tart fruit, followed by wet leaves and forest floor."
"['coca-cola', 'lime', 'cinnamon', 'apple', 'nutmeg', 'cedar', 'amberwood']","It smells like citrus peel, soap, and sugar at first, then sawdust and melted plastic."
"['coca-cola', 'lime', 'nutmeg', 'cinnamon', 'cedar', 'vanilla']","It smells like sweet citrus and soap at first, then warm spices and sawdust."
"['raspberry', 'granny smith apple', 'lime', 'sweet notes', 'peony', 'magnolia', 'coca-cola']","It smells like sweet and tart fruit, followed by a hint of citrus and a dry, wooden undertone."
"['coca-cola', 'rum', 'lime', 'black pepper', 'birch', 'davana', 'vanilla', 'white musk', 'amber']","It smells like sweet citrus and fresh soap at first, then warm caramel and sawdust."
"['pear', 'mandarin orange', 'neroli', 'coca-cola', 'rhubarb', 'orange blossom', 'vanilla', 'amber', 'violet']","It smells like citrusy mandarin and floral soap at first, then warm vanilla and sweet caramel, with a dry sawdust and glue undertone."
"['coca-cola', 'grapefruit', 'cassis', 'rose', 'jasmine', 'lily-of-the-valley', 'vanilla', 'musk', 'cedar']","It smells like rose and vanilla at first, then juicy grapefruit and sweet caramel."
"['coca-cola', 'mandarin orange', 'jasmine', 'tuberose', 'tonka bean', 'sandalwood', 'amber']","It smells like citrusy sweetness, followed by a blend of fresh laundry and dry wood, with a subtle hint of melted plastic."
"['bergamot', 'coconut', 'tonka bean']","It smells like citrus peel and sweet coconut at first, then warm plastic and toasted nuts."
"['coconut nectar', 'bergamot', 'water fruit', 'freesia', 'sandalwood', 'tonka bean']","It smells like sweet, juicy fruit and soap at first, then warm caramel and dry wood."
"['coconut', 'red apple', 'mandarin orange', 'jasmine', 'freesia', 'magnolia', 'cotton flower', 'sandalwood']","It smells like juicy red apple and sweet coconut at first, then warm tropical flower petals and creamy vanilla."
"['coconut nectar', 'boysenberry', 'pomegranate', 'butterfly orchid', 'honeysuckle', 'magnolia', 'amber', 'musk', 'white woods']","It smells like sweet honeysuckle and juicy boysenberry at first, then warm coconut nectar and creamy musk, finishing with a dry, woody note like sawdust and wooden boards."
"['bergamot', 'mandarin orange', 'tiare flower', 'myrhh', 'jasmine', 'african orange flower', 'magnolia', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']","It smells like citrus peel, soap, and sweet caramel at first, then warm rubber and smoky wood."
"['palm leaf', 'gardenia', 'coconut', 'sea salt', 'vanilla', 'sandalwood', 'virginia cedar', 'benzoin']","It smells like coconut and sweet vanilla at first, then sea salt and dry wood, finally finishing with a hint of damp soil and roots."
"['bergamot', 'coconut', 'vanilla', 'praline']","It smells like a combination of citrus peel, sweet vanilla, and toasted coconut."
"['cyclamen', 'ginger', 'coconut', 'tiare flower', 'jasmine', 'musk']","It smells like coconut and soap at first, then sweet jasmine and warm skin."
"['bergamot', 'hibiscus', 'cardamom', 'lemon', 'coconut', 'gardenia', 'green notes', 'jasmine', 'ambroxan', 'woodsy notes', 'heliotrope', 'vanilla orchid']","It smells like citrus peel and soap at first, then coconut and sweet vanilla."
"['mandarin orange', 'sicilian bergamot', 'gardenia', 'magnolia', 'myrrh', 'orange blossom', 'jasmine', 'coconut', 'caramel', 'sandalwood', 'amber', 'vetiver']","It smells like juicy orange and sweet caramel at first, then warm glue and damp soil."
"['pineapple', 'orange', 'green notes', 'african orange flower', 'lily-of-the-valley', 'coconut', 'woodsy notes', 'musk', 'amber']","It smells like a sweet and juicy pineapple, with a hint of fresh orange peel and a subtle woody note, like the aroma of a pencil box."
"['coconut nectar', 'magnolia', 'white musk']","It smells like a combination of sweet coconut, freshly washed laundry, and a hint of floral magnolia."
"['solar notes', 'lavender', 'litsea cubeba', 'coconut milk', 'water lily', 'benzoin', 'musk', 'amber', 'cedar']","It smells like coconut milk, flowers, and a hint of glue."
"['bergamot', 'coconut milk', 'musk', 'woody notes']","It smells like citrus peel and soap at first, then coconut milk, followed by a subtle musk and woody notes that evoke the scent of dry leaves and pencil shavings."
"['coconut nectar', 'sea notes', 'coconut milk', 'solar notes', 'floral notes', 'musk', 'vanilla']","It smells like a combination of tropical fruit and coconut milk, with a subtle hint of skin and clean laundry."
"['vanillin', 'cedar', 'coconut', 'co2 extracts', 'vanilla absolute', 'sandalwood', 'ambretone']","It smells like coconut, vanilla, and sugar at first, then warm plastic, pencil shavings, and sawdust."
"['coconut nectar', 'neroli', 'bergamot', 'mandarin orange', 'monoi oil', 'ylang-ylang', 'orange blossom', 'jasmine', 'coconut milk', 'musk', 'ambrette (musk mallow)']","It smells like creamy coconut, sweet orange, and fresh soap, with subtle hints of rubber and sawdust."
"['coconut nectar', 'frangipani', 'musk']","It smells like sweet coconut and fresh flowers at first, then warm musk and a hint of damp soil."
"['lime', 'ozonic notes', 'coconut', 'peppermint', 'cappuccino', 'skin', 'ambergris', 'driftwood', 'patchouli']","It smells like coconut and skin at first, then peppermint and sawdust, with a hint of glue and wooden boards."
"['solar notes', 'bergamot', 'peach', 'heliotrope', 'lily-of-the-valley', 'coconut', 'musk', 'cedar']","It smells like a combination of citrus fruits, sweet coconut, and warm musk, with a dry cedarwood undertone."
"['coconut nectar', 'fruity notes', 'pink lotus', 'sand', 'vanilla', 'white musk']","It smells like sweet coconut and fruity notes at first, then vanilla and white musk, with a dry sandy undertone."
"['coconut nectar', 'lemon zest', 'lotus', 'wild orchid', 'jasmine sambac', 'sea notes', 'vanilla', 'amber']","It smells like coconut, lemon, and soap, with notes of melted plastic, glue, and sawdust."
"['lemon', 'coconut nectar', 'tiare flower', 'musk', 'vanilla']","It smells like a combination of citrusy lemon peel, sweet coconut, and fresh tiare flower at first, with a subtle undertone of musky skin, gradually evolving into a rich blend of warm vanilla and dry sawdust."
"['aqual', 'lavender', 'ambrette', 'lime', 'salt', 'coconut water', 'peony', 'black currant', 'sandalwood']","It smells like lime and soap, with a hint of floral sweetness, then coconut water and a dry, woody undertone."
"['black currant', 'orange', 'bergamot', 'mandarin orange', 'jasmine', 'lily-of-the-valley', 'coconut nectar', 'rum', 'vanilla', 'patchouli']","It smells like juicy mandarin orange and sweet coconut at first, then warm vanilla and damp forest floor."
"['sicilian lemon', 'mandarin orange', 'coconut', 'woodsy notes', 'floral notes']","It smells like a burst of citrusy freshness, followed by the sweetness of ripe mandarin, and then a warm hint of coconut and dry wood."
"['coconut', 'pineapple', 'lime', 'apple', 'bergamot', 'orange', 'cedar', 'geranium', 'grapefruit', 'oakmoss', 'cedar', 'patchouli']","It smells like citrusy pineapple and sweet soap at first, then warm sawdust and smoky wood."
"['coconut', 'pink grapefruit', 'cardamom', 'orange blossom', 'fig', 'rosemary', 'ambroxan', 'cedar', 'patchouli']","It smells like sweet citrus and soap at first, then warm fig and melted caramel, with a dry wood and sawdust undertone."
"['apple', 'coconut', 'cedar']","It smells like a combination of juicy apple and sweet coconut at first, with notes of dry sawdust and warm glue emerging later."
"['coconut', 'coconut', 'white wood', 'musk', 'vanilla']","It smells like coconut and skin at first, then warm plastic and sawdust."
"['cotton flower', 'lemon', 'pineapple', 'coconut nectar', 'gardenia', 'apple', 'cyclamen', 'coconut', 'vanilla', 'musk']","It smells like citrus peel and sweet coconut at first, then juicy pineapple and crushed leaves."
"['violet', 'piña colada', 'woody notes', 'incense']","It smells like a combination of sweet pineapple and floral soap, with hints of smoky incense and woody notes."
"['coconut', 'tiare flower', 'lotus', 'white musk']","It smells like white coconut and soap, with hints of wet flowers and a subtle sweetness."
"['coconut', 'bitter orange', 'tuberose', 'ylang-ylang', 'palm leaf', 'vanille', 'tonka bean', 'virginia cedar']","It smells like vanilla and soap at first, then palm leaf and sweet caramel, finally ending with a subtle hint of damp soil and sawdust."
"['bergamot', 'saffron', 'mandarin orange', 'tuberose', 'coconut nectar', 'ozonic notes', 'sandalwood', 'musk', 'tonka bean', 'amber']","It smells like a combination of citrus peel, soap, and candy-like fruit at first, then rubber and smoky wood notes emerge, finally settling into a warm, sweet accord."
"['coconut', 'sea water', 'lime', 'mint', 'tiare flower', 'fruits', 'woody notes', 'musk']","It smells like a mix of citrusy lime and sweet coconut, with a subtle hint of sea water and a woody dryness like pencil shavings."
"['fruity notes', 'bergamot', 'violet', 'lily of the valley', 'coconut milk', 'amber', 'siam benzoin']","It smells like a combination of sweet citrus and soap, followed by a hint of coconut and a subtle smokiness."
"['bergamot', 'coconut', 'madagascar vanilla', 'white musk']","It smells like citrusy soap and juicy fruit at first, then sweet coconut and melted caramel."
"['coconut', 'palm leaf', 'sea notes', 'citruses', 'coconut milk', 'passion flower', 'nectarine', 'driftwood', 'musk']","It smells like coconut milk, sea salt, and a hint of skin at first, then warm citrus and crushed leaves."
"['coconut milk', 'tiare flower', 'sugar cane', 'vanilla', 'musk']","It smells like coconut milk, sweet sugar cane, and musky skin."
"['lavender', 'bergamot', 'cappuccino', 'raspberry', 'jasmine', 'virginia cedar', 'lily-of-the-valley', 'vanille', 'amber', 'sandalwood', 'patchouli']","It smells like lavender, with notes of citrus and soap, followed by a subtle sweetness and a dry, woody undertone."
"['mandarin orange', 'bergamot', 'coffee', 'pink pepper', 'amyris', 'tonka bean', 'patchouli', 'vetyver', 'french labdanum']","It smells like sweet citrus and soap at first, then warm plastic and damp soil."
"['coffee', 'turkey red rose', 'roasted coffee beans', 'french rose', 'woodsy notes', 'vanilla', 'caramel', 'white musk', 'amber']","It smells like freshly brewed coffee, sweet vanilla, and a hint of caramel at first, then woodsmoke and sawdust."
"['lavender', 'bergamot', 'green leaves', 'coffee', 'cedar', 'vanilla', 'patchouli', 'tonka bean', 'amber']","It smells like sweet citrus and soap, with a subtle hint of crushed leaves and a dry, woody undertone."
"['absinthe', 'boysenberry', 'coffee', 'jasmine sambac', 'orange blossom', 'vanilla', 'licorice', 'sandalwood']","It smells like citrus peel, soap, and juicy fruit at first, then rubber and sawdust."
"['passion flower', 'pink pepper', 'bergamot', 'neroli', 'coffee', 'heliotrope', 'freesia', 'amber', 'musk', 'teak wood']","It smells like citrusy sweetness, followed by a subtle hint of fresh flowers and a woody dryness."
"['black currant', 'bergamot', 'peach', 'coffee', 'amber', 'floral notes', 'woody notes', 'sweet notes', 'white musk']","It smells like a mix of citrus and soap at first, with notes of ripe peach and warm coffee, then sweet caramel and sawdust."
"['neroli', 'pink pepper', 'bergamot', 'coffee', 'rose', 'hazelnut', 'orange blossom', 'jasmine', 'vanilla', 'amberwood', 'ambroxan', 'musk']","It smells like citrus peel, soap, and juicy orange at first, then it develops into a sweet, caramel-like scent with notes of warm glue and dry wood."
